ComparisonID,Study1,Study2,AvgOddsRatio,ComparisonType
50106280 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,17.833337954180458,"Random patient, same study"
50106280 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,28.841963059239074,"Random patient, same study"
50106280 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,28.328951866175807,"Random patient, same study"
50106280 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,27.96844398704651,"Random patient, same study"
50106280 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,26.281782528257168,"Random patient, same study"
50106280 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,12.682185276566805,"Random patient, same study"
50106280 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,23.199137777468824,"Random patient, same study"
50106280 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,19.942873671023207,"Random patient, same study"
50106280 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,21.23817510267715,"Random patient, same study"
50106280 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,26.403235569640056,"Random patient, same study"
50106280 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,21.948360091210024,"Random patient, same study"
50106280 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,28.569189838913676,"Random patient, same study"
50106280 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,12.668772769993975,"Random patient, same study"
50106280 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,18.766558254738293,"Random patient, same study"
50106280 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,27.054087789856414,"Random patient, same study"
50106280 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,14.306877977645565,"Random patient, same study"
50106280 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,26.807394464559465,"Random patient, same study"
50106280 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,21.54168444684925,"Random patient, same study"
50106280 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,28.65907642361161,"Random patient, same study"
50106280 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,11.451225892278494,"Random patient, same study"
50106280 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,23.29272546460245,"Random patient, same study"
50106280 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,22.516696052295554,"Random patient, same study"
50106280 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,26.61360367848404,"Random patient, same study"
50106280 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,20.992339304440424,"Random patient, same study"
50106280 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,21.630484256123836,"Random patient, same study"
50106280 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,25.94634173978087,"Random patient, same study"
50109639 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,39.17642162415887,"Random patient, same study"
50109639 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,31.80593547679176,"Random patient, same study"
50109639 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,33.98895134429216,"Random patient, same study"
50109639 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,45.981972861268986,"Random patient, same study"
50109639 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,35.58432305305159,"Random patient, same study"
50109639 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,53.206265116534546,"Random patient, same study"
50109639 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,21.170987184937577,"Random patient, same study"
50109639 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,33.180230341345634,"Random patient, same study"
50109639 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,49.34807735296879,"Random patient, same study"
50109639 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,21.46734948903511,"Random patient, same study"
50109639 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,26.807394464559465,"Random patient, same study"
50109639 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.30466536560217,"Random patient, same study"
50109639 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,54.07927658271325,"Random patient, same study"
50109639 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,16.784486713275744,"Random patient, same study"
50109639 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,40.930005811767415,"Random patient, same study"
50109639 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,38.44115049247524,"Random patient, same study"
50109639 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,51.25586717584331,"Random patient, same study"
50109639 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,39.1791458070939,"Random patient, same study"
50109639 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,39.463629636483134,"Random patient, same study"
50109639 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,44.956445406921745,"Random patient, same study"
50109639 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,38.9941976584053,"Random patient, same study"
50109639 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,41.35417453577671,"Random patient, same study"
50109639 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,40.85096161332112,"Random patient, same study"
50109639 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,52.12295532047366,"Random patient, same study"
50109639 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,35.49120170637927,"Random patient, same study"
50109639 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,46.591511343762804,"Random patient, same study"
50109639 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,24.982950515806284,"Random patient, same study"
50109639 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,45.86300944668396,"Random patient, same study"
50109639 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,50.41355136914518,"Random patient, same study"
50109639 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,31.414557988624153,"Random patient, same study"
50109639 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,33.52547509645997,"Random patient, same study"
50109639 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,27.505982532660614,"Random patient, same study"
50109639 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,45.074182203189444,"Random patient, same study"
50109639 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,19.992179808582115,"Random patient, same study"
50109639 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,25.577776559538993,"Random patient, same study"
50109639 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,46.89747994592648,"Random patient, same study"
50109639 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,48.65173690872795,"Random patient, same study"
50109639 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,43.78545228144102,"Random patient, same study"
50109639 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,38.24608702367996,"Random patient, same study"
50109639 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,15.988968875173128,"Random patient, same study"
65652206 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,20.56919833967704,"Random patient, same study"
65652206 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,22.276042707068694,"Random patient, same study"
65652206 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,21.23028367638751,"Random patient, same study"
65652206 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,24.343574739057395,"Random patient, same study"
65652206 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,18.06818417047535,"Random patient, same study"
65652206 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,24.044595677100148,"Random patient, same study"
65652206 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,14.780498106615473,"Random patient, same study"
65652206 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,24.256885307564318,"Random patient, same study"
65652206 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,28.080720549008674,"Random patient, same study"
65652206 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,15.82422000329789,"Random patient, same study"
65652206 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,18.60955280075577,"Random patient, same study"
65652206 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,27.505982532660614,"Random patient, same study"
65652206 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,24.28700445927975,"Random patient, same study"
65652206 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,10.904247721678242,"Random patient, same study"
65652206 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,13.315276709939317,"Random patient, same study"
65652206 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,21.574445661483484,"Random patient, same study"
65652206 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,24.24267879178132,"Random patient, same study"
65652206 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,22.36313332336789,"Random patient, same study"
65652206 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,20.40793970563576,"Random patient, same study"
65652206 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,10.602931367122233,"Random patient, same study"
65652206 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,29.611520668849618,"Random patient, same study"
65652206 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,26.38622016465468,"Random patient, same study"
65652206 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,27.54301822210511,"Random patient, same study"
65652206 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,35.00609405184672,"Random patient, same study"
65652206 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,26.853551040947057,"Random patient, same study"
65652206 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,41.54920100945239,"Random patient, same study"
65652206 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,21.742782388744104,"Random patient, same study"
65652206 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,25.999736991359903,"Random patient, same study"
65652206 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.450483794487134,"Random patient, same study"
65652206 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,16.625863033136888,"Random patient, same study"
65652206 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,21.54168444684925,"Random patient, same study"
65652206 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.30466536560217,"Random patient, same study"
65652206 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.3099354665679,"Random patient, same study"
65652206 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,13.628933427401956,"Random patient, same study"
65652206 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,29.805999935260893,"Random patient, same study"
65652206 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,29.677906857713054,"Random patient, same study"
65652206 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,39.05487416266371,"Random patient, same study"
65652206 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,29.458982343014224,"Random patient, same study"
65652206 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,31.75684845819728,"Random patient, same study"
65652206 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,33.71251250423551,"Random patient, same study"
67429065 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,32.57004681221994,"Random patient, same study"
67429065 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,34.84340135162825,"Random patient, same study"
67429065 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,33.80792797597495,"Random patient, same study"
67429065 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,49.01845107958133,"Random patient, same study"
67429065 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,34.59464600117085,"Random patient, same study"
67429065 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,44.50959867351152,"Random patient, same study"
67429065 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,19.778842188340782,"Random patient, same study"
67429065 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,40.501926790080134,"Random patient, same study"
67429065 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,43.13587714780912,"Random patient, same study"
67429065 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,25.67993806242248,"Random patient, same study"
67429065 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,31.07143904647574,"Random patient, same study"
67429065 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,45.074182203189444,"Random patient, same study"
67429065 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,24.28700445927975,"Random patient, same study"
67429065 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,18.025248682308273,"Random patient, same study"
67429065 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,22.667213359036307,"Random patient, same study"
67429065 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,39.77017537811122,"Random patient, same study"
67429065 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,39.485536669682155,"Random patient, same study"
67429065 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,39.1655261946447,"Random patient, same study"
67429065 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,36.02445024558292,"Random patient, same study"
67429065 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,14.88526203715143,"Random patient, same study"
67429065 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.92202812081555,"Random patient, same study"
67429065 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,38.58789227385646,"Random patient, same study"
67429065 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,39.01773607699012,"Random patient, same study"
67429065 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,55.41280743945892,"Random patient, same study"
67429065 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,41.91692193702648,"Random patient, same study"
67429065 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,65.27893001563181,"Random patient, same study"
67429065 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,18.878824753967027,"Random patient, same study"
67429065 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,35.5213741603426,"Random patient, same study"
67429065 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,53.787990911061506,"Random patient, same study"
67429065 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,22.083706438111726,"Random patient, same study"
67429065 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,28.65907642361161,"Random patient, same study"
67429065 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,54.07927658271325,"Random patient, same study"
67429065 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.3099354665679,"Random patient, same study"
67429065 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,17.946508280010338,"Random patient, same study"
67429065 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,46.64600299303161,"Random patient, same study"
67429065 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,43.42414900173363,"Random patient, same study"
67429065 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,57.44984494875578,"Random patient, same study"
67429065 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,42.61254918484386,"Random patient, same study"
67429065 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,41.80755270739287,"Random patient, same study"
67429065 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,49.96578207783683,"Random patient, same study"
68539908 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,16.988660053491692,"Random patient, same study"
68539908 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,16.7200555194094,"Random patient, same study"
68539908 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,16.14803568857946,"Random patient, same study"
68539908 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,20.74543138928838,"Random patient, same study"
68539908 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,17.505265301751784,"Random patient, same study"
68539908 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,19.278591814159753,"Random patient, same study"
68539908 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,12.186058109248394,"Random patient, same study"
68539908 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,19.02071965534938,"Random patient, same study"
68539908 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,18.983629652166684,"Random patient, same study"
68539908 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,15.406729441430704,"Random patient, same study"
68539908 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,14.831499959392506,"Random patient, same study"
68539908 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,19.992179808582115,"Random patient, same study"
68539908 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,10.904247721678242,"Random patient, same study"
68539908 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,18.025248682308273,"Random patient, same study"
68539908 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,13.067747201639317,"Random patient, same study"
68539908 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,19.782195699212757,"Random patient, same study"
68539908 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,18.11818792661281,"Random patient, same study"
68539908 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,17.905450317485872,"Random patient, same study"
68539908 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,17.637149788591366,"Random patient, same study"
68539908 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,10.900641858146498,"Random patient, same study"
68539908 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,16.866877379418504,"Random patient, same study"
68539908 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,14.256597037852597,"Random patient, same study"
68539908 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,15.216532911017199,"Random patient, same study"
68539908 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,18.800473312011512,"Random patient, same study"
68539908 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,17.09058047182892,"Random patient, same study"
68539908 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,20.035409290238647,"Random patient, same study"
68539908 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,8.983094604523082,"Random patient, same study"
68539908 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,14.85030782316315,"Random patient, same study"
68539908 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,17.6524735495235,"Random patient, same study"
68539908 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,12.40560874869565,"Random patient, same study"
68539908 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,11.451225892278494,"Random patient, same study"
68539908 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,16.784486713275744,"Random patient, same study"
68539908 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,13.628933427401956,"Random patient, same study"
68539908 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,17.946508280010338,"Random patient, same study"
68539908 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,16.57435192993456,"Random patient, same study"
68539908 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,18.16356730255014,"Random patient, same study"
68539908 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,18.500396461900706,"Random patient, same study"
68539908 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,16.468730641241507,"Random patient, same study"
68539908 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,15.673918293108139,"Random patient, same study"
68539908 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,19.103696614680192,"Random patient, same study"
70625336 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,33.66240648973883,"Random patient, same study"
70625336 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,32.446381673398186,"Random patient, same study"
70625336 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,40.98338607502665,"Random patient, same study"
70625336 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,49.194828579145906,"Random patient, same study"
70625336 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,43.09896902483043,"Random patient, same study"
70625336 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,50.408098976497946,"Random patient, same study"
70625336 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,14.572389534141951,"Random patient, same study"
70625336 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,29.97679954128448,"Random patient, same study"
70625336 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,38.69673608934867,"Random patient, same study"
70625336 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,30.365956614025063,"Random patient, same study"
70625336 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,23.29272546460245,"Random patient, same study"
70625336 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,40.930005811767415,"Random patient, same study"
70625336 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,29.805999935260893,"Random patient, same study"
70625336 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,46.64600299303161,"Random patient, same study"
70625336 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,16.57435192993456,"Random patient, same study"
70625336 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,45.5969281923607,"Random patient, same study"
70625336 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,48.88621572940317,"Random patient, same study"
70625336 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,40.88228585395899,"Random patient, same study"
70625336 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,34.48237474692305,"Random patient, same study"
70625336 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2024,41.84271900025768,"Random patient, same study"
70625336 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,19.23524877421836,"Random patient, same study"
70625336 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,23.886959860563024,"Random patient, same study"
70625336 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,23.840347322104765,"Random patient, same study"
70625336 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,25.871621677297487,"Random patient, same study"
70625336 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,22.17266838914175,"Random patient, same study"
70625336 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,23.093553455000823,"Random patient, same study"
70625336 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,12.536188206805265,"Random patient, same study"
70625336 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,21.56076559008287,"Random patient, same study"
70625336 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,22.03961588430757,"Random patient, same study"
70625336 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,21.946434239146754,"Random patient, same study"
70625336 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,17.833337954180458,"Random patient, same study"
70625336 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,25.577776559538993,"Random patient, same study"
70625336 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,13.315276709939317,"Random patient, same study"
70625336 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,22.667213359036307,"Random patient, same study"
70625336 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,13.067747201639317,"Random patient, same study"
70625336 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,27.909475794592662,"Random patient, same study"
70625336 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,23.521742927568077,"Random patient, same study"
70625336 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,21.950607027688292,"Random patient, same study"
70625336 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,20.468648722858084,"Random patient, same study"
70625336 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,9.995925530909005,"Random patient, same study"
70816595 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,33.53202654103456,"Random patient, same study"
70816595 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,40.73282907275578,"Random patient, same study"
70816595 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,43.88127947432342,"Random patient, same study"
70816595 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,46.33152814095908,"Random patient, same study"
70816595 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,37.14841895767413,"Random patient, same study"
70816595 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,43.55755057602515,"Random patient, same study"
70816595 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,19.834362681478932,"Random patient, same study"
70816595 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,41.41549327794097,"Random patient, same study"
70816595 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,45.06565752655112,"Random patient, same study"
70816595 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2023,43.817869168495015,"Random patient, same study"
